web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1548234671-723","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Google hired a video games industry veteran who worked for both PlayStation and Xbox $GOOG $MSFT $SNE http://read.bi/2n6VVMe pic.twitter.com/Cfkj0r6J2v","3","8","15","1516702039000","2:07 AM - 23 Jan 2018","/businessinsider/status/955743740408356864"
"1548234671-188","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@paulchu_og","Paul Chu","$OKTA jailbreak to new ATH. Just got email from company admin that we’re rolling out OKTA SSO for better security and SaaS admin.  When will $GOOG, $MSFT, $ORCL, $IBM, $CRM, $FB, $AMZN step up and make a bid for the best SaaS front door identity platform.pic.twitter.com/cGtcKCu1Ur","1","","1","1547755069000","11:57 AM - 17 Jan 2019","/paulchu_og/status/1085989588613574656"
"1548234671-278","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@realdarkromance","Dr. D","Google search results are mostly irrelevant without embedded tweets $GOOG $TWTRpic.twitter.com/atpSZjtb4q","","","","1547759875000","1:17 PM - 17 Jan 2019","/realdarkromance/status/1086009748804186112"
"1548234671-706","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@ReutersBiz","Reuters Business","BREAKING: Alphabet reports $9.9 billion tax expense in fourth quarter $GOOG pic.twitter.com/MeUm8QZx1y","","9","8","1517519394000","1:09 PM - 1 Feb 2018","/ReutersBiz/status/959171975116677121"
"1548234671-606","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@realsheepwolf","SheepWolf","$FUSZ I REALLY NEED TO CLEAN THIS PLACE UP BUT $FUSZ JUST KEEP MOVING HIGHER
SEE WHY: https://investorshangout.com/post/view?id=4995855 …

$AAPL $GOOG $INTC $AMZN $MSFT $AKAM $CMCSA $PFE $MU $NFLX $NOK $XOM $UNH $DIS $HSY $NVDA $MRNS $UNP $BAC $ORCL $WMT $CHK
$GLUU $AKS $VZ $CTL $FCX $TSLApic.twitter.com/0aUhmigscu","1","11","26","1523376849000","9:14 AM - 10 Apr 2018","/realsheepwolf/status/983739921797132289"
"1548234671-494","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@BarrySchwartzBW","Barry Schwartz","Facebook's operating margin should be 35% next year. Google will be lucky to post operating margins of 20%. Facebook's revenue should grow around 30% next year, Google will do about 16-20%.  Facebook trades at 17x next year before cash. Google is at 20x. I like $GOOG. I love $FB","13","29","144","1532799651000","10:40 AM - 28 Jul 2018","/BarrySchwartzBW/status/1023262018868928512"
"1548234671-516","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@wesmckinn","Wes McKinney","It's frustrating that the major cloud platforms ($MSFT, $AMZN, $GOOG) are now all supporting Avro, ORC, Parquet for data storage, but haven't lifted a finger to help build or maintain OSS libraries for use in Python to read and write them","24","213","624","1532100104000","8:21 AM - 20 Jul 2018","/wesmckinn/status/1020327908160794624"
"1548234671-186","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@whutrades","whutrades","$MRIN MACD X + ascending try b/o ww; even after $GOOG deal + guidance raise trading at ridiculous discount P/S = 0.6 pic.twitter.com/siahmnF8U3","","","","1547736542000","6:49 AM - 17 Jan 2019","/whutrades/status/1085911882278539264"
"1548234671-216","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@itsdavidfreedma","david freedman","TSA UNSCHEDULED ABSENCES JUMPED TO 10% YESTERDAY AMID SHUTDOWN 
$spx $spy $qqq $dia $indu $eem $aapl $fb $goog $tsla $amzn $crm $vix $tvix $c $jpm $wfc $gs $cgc $tlry $cron $hd $low $lulu $m $t $v $ma $dal $ba $aa $mu $amd $nvda $csco $ndx $djipic.twitter.com/HyNRNJNzeU","","3","4","1548084665000","7:31 AM - 21 Jan 2019","/itsdavidfreedma/status/1087372014384566272"
"1548234671-210","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Beth_Kindig","Beth Kindig","The idea of touching your mobile phone to an obsessive level, especially while driving, will become a long-forgotten concept as we transition to AI-powered voice assistants. #ArtificialIntelligence #IoT #AiAssistant #Google #Amazon #CES2019  https://beth.technology/ces-2019-ai-assistants/ … $GOOG $AMZNpic.twitter.com/BAxUwp3lmk","2","6","16","1547662207000","10:10 AM - 16 Jan 2019","/Beth_Kindig/status/1085600099546341376"
"1548234671-649","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@appleinsider","AppleInsider","Google claims Android is ""as safe as the competition"" despite its outdated install base
@danieleran $GOOG  https://appleinsider.com/articles/18/03/16/google-claims-android-is-as-safe-as-the-competition-despite-its-outdated-install-base …pic.twitter.com/ueLRRC3wg5","3","14","17","1521209317000","7:08 AM - 16 Mar 2018","/appleinsider/status/974648636473839619"
"1548234671-641","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@JerryCap","Jerry Capital","I still believe you have a choice whether or not you want to use $FB but not $GOOG which leaves them with a wider moat and a better long-term investment.","3","1","23","1521477299000","9:34 AM - 19 Mar 2018","/JerryCap/status/975772635580829699"
"1548234671-537","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@AustinValue","Austin Value Capital","Compilation of $GOOG founder's letters:
https://drive.google.com/file/d/1UYpIU8MaDBIjMCk3cEdfTFoHYz7-U93V/view?usp=sharing …","4","39","145","1529071940000","7:12 AM - 15 Jun 2018","/AustinValue/status/1007626868303032326"
"1548234671-528","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Stephanie_Link","Stephanie Link","The 5 biggest companies by market value are U.S. tech stocks: $AAPL, $AMZN, $GOOG, $MSFT, $FB.  Between them they accounted for more than a third of the $2.7 trillion increase in value of the S&P 500 in the past 12 mos and now make up more than 15% of the $SPX.","6","22","53","1529414527000","6:22 AM - 19 Jun 2018","/Stephanie_Link/status/1009063781429891073"
"1548234671-732","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Google Ventures has lost another partner in Europe $GOOG http://read.bi/2APpJBR pic.twitter.com/vwyV5P1rws","1","7","9","1515669953000","3:25 AM - 11 Jan 2018","/businessinsider/status/951414857059983360"
"1548234671-177","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@tradewithjoe","tradewithjoe","Testing some heavly supply at this area. $GOOGL $GOOG pic.twitter.com/9YNgN3qDIF","","2","4","1548107657000","1:54 PM - 21 Jan 2019","/tradewithjoe/status/1087468451369795584"
"1548234671-194","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@onerealridge","realridge","Agreed on both. And with $goog out of the picture in China, $bidu will still have the monopoly there for a long while","","","1","1548173801000","8:16 AM - 22 Jan 2019","/onerealridge/status/1087745877744209920"
"1548234671-352","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@SusanLiTV","Susan Li","#Google $googl $goog #CEO Sundar Pichai set to testify to Congress December 5thhttps://www.washingtonpost.com/technology/2018/11/28/google-chief-executive-sundar-pichai-set-testify-congress-december/ …","1","3","22","1543373958000","6:59 PM - 27 Nov 2018","/SusanLiTV/status/1067613878018891776"
"1548234671-456","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Kantar","Kantar","The Top 10 Most Expensive Keywords on #Google - @Kantar_Media finds one subject in particular commands a premium $GOOGL $GOOG http://bit.ly/2LXaCvn pic.twitter.com/8HJ5UOx3Y3","","1","4","1536075258000","8:34 AM - 4 Sep 2018","/Kantar/status/1037000909778284544"
"1548234671-658","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@appleinsider","AppleInsider","Google gives up on tablets: Android P marks an end to its ambitious efforts to take on Apple's iPad
@danieleran $GOOG $AAPL https://appleinsider.com/articles/18/03/09/google-gives-up-on-tablets-android-p-marks-an-end-to-its-ambitious-efforts-to-take-on-apples-ipad …pic.twitter.com/U4rkaDKkds","6","52","84","1520597159000","4:05 AM - 9 Mar 2018","/appleinsider/status/972081059398668289"
"1548234671-566","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@BrandonVanZee","Brandon Van Zee  📉 📈","Charlie Munger: “I’ve been to Google’s headquarters and it looked like a kindergarten.” Warren Buffett: “A very rich kindergarten!” #BRK2018 $GOOG $GOOGL $BRKA $BRKBpic.twitter.com/gYFKhE04fO","","13","38","1525551952000","1:25 PM - 5 May 2018","/BrandonVanZee/status/992862965941637122"
"1548234671-334","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@GrandpaRobot","Martin Spencer, MBA","""Boom in #Robot Advances Expected Over Next 3 Years""
http://designnews.com//ZZiR   via @DesignNews 
Exc discussion by @IDC explains why @ForbesTech is right:
""-Next Big Thing Will Be #Robots ""
http://tinyurl.com/qczcfew  

$GOOG $AAPL $TSLA $irbt 

$GOSY #OTC $.0038 
#AI #IoT #Roboticspic.twitter.com/vKM6E2le8u","","2","4","1544017187000","5:39 AM - 5 Dec 2018","/GrandpaRobot/status/1070311777412571136"
"1548234671-267","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Ro_Patel","Ro Patel","Goldman Sachs: 18 high-quality stocks to avoid growth slowdown. $ORLY $ROST $MA $GOOG $V $BKNG $CTSH $VRSK $DTLR TJX $CHD MSCI $BIIB $ECLpic.twitter.com/j5NlJyOJ7e","","","1","1547613169000","8:32 PM - 15 Jan 2019","/Ro_Patel/status/1085394419551997952"
"1548234671-553","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@DrivingTheDay","DrivingTheDay","Tech Review: 1) Powering the Internet of Things; 2) Switzerland & Crypto http://www.domainmondo.com/2018/05/tech-review-1-powering-internet-of.html … $FB $NVDA $GOOGL $GOOG $AMZN $TSLA #stocks #tech #VC #investing #IoT #Blockchain #cryptocurrency #Switzerlandpic.twitter.com/cSqTSoCAWy","","27","30","1527287009000","3:23 PM - 25 May 2018","/DrivingTheDay/status/1000140324512174081"
"1548234671-753","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","null","null","null","null","null","null","null","null","null"
"1548234671-382","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@GerberKawasaki","Ross Gerber","Time for some Friday perspective. Let's talk FAANG earnings for the QTR. 

Facebook EPS up 11%
Apple EPS up 41%
Amazon EPS up 1100%
Netflix EPS up 206%
Google EPS up 36%

This is so impressive for such big companies, they have cash too. $NFLX $FB $AAPL $AMZN $GOOG","13","10","79","1541194193000","2:29 PM - 2 Nov 2018","/GerberKawasaki/status/1058471279521554432"
"1548234671-624","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Find_Me_Value","Value Seeker","Bill Nygren on valuing high quality companies, specifically using $GOOG and YouTube as example (h/t @BluegrassCap)pic.twitter.com/hcLJ84Ngod","","14","69","1522418411000","7:00 AM - 30 Mar 2018","/Find_Me_Value/status/979719945398439936"
"1548234671-271","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@BrodmannOTC","Brodmann","$CBDD :: This is the kinda news that blasts you over a PENNY. A CBD company that actually has CBD products. Breath of fresh air in the OTC Cannabis area. 

#CBD #HEMP #Marijuana #pennystocks #stocks #otcnews  $ETII $NHPI $TLRY $NBEV $AAPL $GOOG $ACB $WEED $TLRY $HEMP $HIPH $WWIOpic.twitter.com/TT4jUx056j","2","17","34","1547432779000","6:26 PM - 13 Jan 2019","/BrodmannOTC/status/1084637806150836224"
"1548234671-311","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@JoshConstine","Josh Constine","Our emotional entanglement with Facebook triggers much stronger backlash over privacy issues, but Google seems to slide by unrepentantly while sometimes doing much worse. Will the tech reckoning come for $Goog?","3","14","57","1545268410000","5:13 PM - 19 Dec 2018","/JoshConstine/status/1075559784538103808"
"1548234671-375","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@RodBoydILM","Roddy Boyd","$GOOG It's impressive how bad and neglected google finance is

Seems stupid in that it's a seemingly easy way to capture millions of extra eyeballs","18","9","111","1541875876000","10:51 AM - 10 Nov 2018","/RodBoydILM/status/1061330466702266368"
"1548234671-310","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@mcm_ct","mcm-ct.com","$MSFT $AMZN $AAPL $GOOG $NFLX $TSLA $TRAN $RUT #MID $INDU $SPX all RED!pic.twitter.com/tB308NWqXe","","2","12","1545323134000","8:25 AM - 20 Dec 2018","/mcm_ct/status/1075789314846584832"
"1548234671-719","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Google hid the date of its next developer conference inside an online game $GOOG http://read.bi/2n7r4z2 pic.twitter.com/q0agCLcOH7","2","8","10","1516798312000","4:51 AM - 24 Jan 2018","/businessinsider/status/956147538037563393"
"1548234671-437","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@TeslaCharts","TeslaCharts","Fun fact. $TLRY is worth 800% more that $GOOG on a market cap per employee basis.","8","17","88","1537357191000","4:39 AM - 19 Sep 2018","/TeslaCharts/status/1042377728262070272"
"1548234671-336","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@MONEYEMPIRE","MoneyEmpire","$SPY $DJIA $FB $AAPL $NFLX $GOOG #NationalCookieDaypic.twitter.com/FVb3JJbpRl","2","7","11","1543948262000","10:31 AM - 4 Dec 2018","/MONEYEMPIRE/status/1070022683763429376"
"1548234671-596","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@realsheepwolf","SheepWolf","$FUSZ DID YOU MISS $WMT 1962, $MSFT 1975, $GOOG 1998, $CRM 1999 WELL IT'S TIME TO BREAK THAT TREND
 $FUSZ IS HERE AND NOW~~THE NEXT BIG THING
MOST DISRUPTIVE TECHNOLOGY IN YEARS

$AAPL $INTC $CSCO $LLNW $QCOM $RXMD $GE $CRM $ORCL $MSFT $AKER $AKCA $ZNGA  $RXMD $RNVA $Tpic.twitter.com/QWFTiu4l1O","","7","16","1524235273000","7:41 AM - 20 Apr 2018","/realsheepwolf/status/987340413143937025"
"1548234671-507","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@oliviabvoz","Olivia Voznenko","Mike on Mondays! @Mike1012 will join us at the beginning of every week to give us the key points to watch. https://youtu.be/N-6lK0YRsjQ 
$AMZN $GOOG $FB $SPX $QQQ $NDX $IWN $DJI $OILpic.twitter.com/uk4CbNILVt","","5","13","1532367988000","10:46 AM - 23 Jul 2018","/oliviabvoz/status/1021451493730398210"
"1548234671-640","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@EcexExchange","Ecex Exchange  - Ziggurat","http://Ecex.Exchange   Roadmap#bitcoin #cryptocurrency #blockchain #crypto #ico #trading #ethereum #currency #eth #btc #ripple #altcoin #litecoin #cryptonews #cryptocurrencies #tokensale #tokens #crowdsales  $AMZN $ETSY $WMT $JPM $FB $WFC $GOOG $SNAP $TWTR  $aapl $QQQpic.twitter.com/CUou2jM16i","2","65","67","1521477832000","9:43 AM - 19 Mar 2018","/EcexExchange/status/975774870914125824"
"1548234671-285","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@HedgeMind","HedgeMind","$TSLA $SQ $NVDA $NFLX $GOOG & Gene Editing stocks.  ARK Invest's Cathie Wood explains why these top holdings of hers are the best tech stocks to beat the market in 2019  https://cnb.cx/2TSDsBL pic.twitter.com/r9x2gU26W2","1","11","31","1547525101000","8:05 PM - 14 Jan 2019","/HedgeMind/status/1085025034890964992"
"1548234671-609","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@GuFinProf","James J. Angel","Today is The Day!  @NYSE classic will start trading Tape B (Amex ) and C (@Nasdaq) stocks on the NYSE floor's Pillar system.  That means $GOOG and $FB can now trade on the NYSE floor system.  But to get DMM services, issuers still have to pay listing fees. @ltabb @marketsmedia","2","5","10","1523274989000","4:56 AM - 9 Apr 2018","/GuFinProf/status/983312691157782528"
"1548234671-421","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@lowriskvalue","Lowrisk Value","$FB the only way to know if a moat is wide is when someone very powerful has tried to attack it without success.
$GOOG is shutting down Google+
https://www.blog.google/technology/safety-security/project-strobe/ …pic.twitter.com/OWWxzBIukh","","9","37","1539037244000","3:20 PM - 8 Oct 2018","/lowriskvalue/status/1049424379879313408"
"1548234671-356","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Tony_Sagami","Tony Sagami","Still love your FAANG stocks? $FB $AAPL $AMZN $NFLX $GOOG pic.twitter.com/7iMVw7Atlu","","2","8","1543052181000","1:36 AM - 24 Nov 2018","/Tony_Sagami/status/1066264247485624320"
"1548234671-435","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@allstarcharts","J.C. Parets","I gotta tell you guys, if $GOOG is above 1183, I think it has 50% of upside.... pic.twitter.com/ZnrcGMaRvq","6","19","64","1537466647000","11:04 AM - 20 Sep 2018","/allstarcharts/status/1042836821325971456"
"1548234671-605","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@realsheepwolf","SheepWolf","$FUSZ DID YOU MISS $WMT 1962, $MSFT 1975, $GOOG 1998, $CRM 1999 WELL IT'S TIME TO BREAK THAT TREND
CLICK HERE: https://investorshangout.com/post/view?id=4995855 …
#LIFECHANGING #OPPORTUNITY #WEALTHBUILDER

$VALE $PVG $STNG $NVTA $NVDA $NFLX $PES $NBR $WTI $WMT $SAIL $HLT $APVO $OMER $AVAV $AMZN $MSFTpic.twitter.com/u3DcpLgTIK","","6","12","1523461375000","8:42 AM - 11 Apr 2018","/realsheepwolf/status/984094449952313344"
"1548234671-586","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@jowens510","Jeremy C. Owens","The Beyonce effect: Google CEO says Youtube stream of Coachella garnered 41 million live views, Beyonce was biggest Coachella stream of all time.
https://on.mktw.net/2qTmt6e 
$GOOGL $GOOG","1","4","13","1524517149000","1:59 PM - 23 Apr 2018","/jowens510/status/988522688925741057"
"1548234671-292","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@DomainMondo","Domain Mondo","Expect Tech To Face a 'Tough Time' in 2019 Says Mark Mobius (video) https://www.domainmondo.com/2019/01/expect-tech-to-face-tough-time-in-2019.html … @MobiusCap #MarkMobius #technology $AAPL $GOOG $FB $GOOGL $AMZN #stocks #StockMarket #economy #investors #investingpic.twitter.com/BaLS7iE2yu","","23","22","1547162813000","3:26 PM - 10 Jan 2019","/DomainMondo/status/1083505488602562560"
"1548234671-631","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@appleinsider","AppleInsider","Google faces $9 billion in damages after ripping off Java in Android 
$GOOG #Java  https://appleinsider.com/articles/18/03/28/google-faces-9-billion-in-damages-after-ripping-off-java-in-android …pic.twitter.com/a0TJiXmTM6","4","55","86","1522228395000","2:13 AM - 28 Mar 2018","/appleinsider/status/978922956796628992"
"1548234671-657","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","You can get some 'Mario Kart' in Google Maps starting today $NTDOY $GOOG $GOOGL http://read.bi/2Fo49vc pic.twitter.com/EaHJLs8ACb","2","5","14","1520625440000","11:57 AM - 9 Mar 2018","/businessinsider/status/972199677926965248"
"1548234671-261","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@badcharts1","Patrick Karim","Which way will it go? 12 month sma still inclining... drawing lines in the sand. $nflx $ndx #FAANG $aapl $fb $goog $AMZNpic.twitter.com/VQSIYbRWkB","","","1","1547772214000","4:43 PM - 17 Jan 2019","/badcharts1/status/1086061502354915333"
"1548234671-413","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@crabbermike","Mike","$FUSZ Conversion rates up 437% While spending 50% Less Using @nFuszInc  #technology #notifiCRM Nice job @dr2marketing https://twitter.com/dr2marketing/status/1051912194542239744 … #CRM #A! #SaaS #Marketing #Tech #Stocks $TWTR $BTC $AAPL $AMZN $NFLX $NVDA $ADBE $CRM #PURA $GOOG $TSLA $QQQ  #Cloud #CloudComputing","1","17","17","1539631529000","12:25 PM - 15 Oct 2018","/crabbermike/status/1051916993530654722"
"1548234671-376","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@DrivingTheDay","DrivingTheDay","Tech Review: 1) The Google Monopoly, 2) Credit Card Chips & Fraud, and 3) Investing Notes https://www.domainmondo.com/2018/11/tech-review-1-google-monopoly-2-credit.html … #CreditCard #StockMarket #Google $GOOG $GOOGL #monopoly #tech #investor #investmentspic.twitter.com/QshmEzP4JF","","24","26","1541805617000","3:20 PM - 9 Nov 2018","/DrivingTheDay/status/1061035779185668096"
